1 843.4680000000 0.0107249415 277.1634654181 0.0035242143 
2 2345.8200000000 0.0298277851 972.2087756771 0.0123619180 
3 4477.4890000000 0.0569325778 1833.7821683395 0.0233170748 
4 6686.8500000000 0.0850252470 2382.3803494886 0.0302926606 
5 8398.7830000000 0.1067929741 2368.1714938186 0.0301119909 
6 9357.4330000000 0.1189824883 1904.6951559628 0.0242187541 
7 9519.3060000000 0.1210407507 1231.4288064152 0.0156579762 
8 8972.6230000000 0.1140895170 884.6234291960 0.0112482448 
9 7889.5890000000 0.1003184240 1348.1087119287 0.0171415952 
10 6487.7830000000 0.0824940520 1902.8169739487 0.0241948725 
11 4978.7400000000 0.0633061304 2162.4112270137 0.0274956891 
12 3568.1560000000 0.0453701437 2069.6222094271 0.0263158497 
13 2341.6400000000 0.0297746352 1704.8442128799 0.0216775911 
14 1396.7150000000 0.0177596384 1210.7380982349 0.0153948879 
15 747.4590000000 0.0095041591 723.1352327773 0.0091948753 
16 366.8880000000 0.0046650879 375.8900514602 0.0047795516 
17 167.0820000000 0.0021244963 175.3029332167 0.0022290279 
18 69.7060000000 0.0008863321 70.6538288243 0.0008983840 
19 23.0920000000 0.0002936215 22.3375581141 0.0002840286 
20 6.8420000000 0.0000869980 5.7494427636 0.0000731058 
