<<<<<<< HEAD
0.000000, 0.782319, 0.529325, 0.822354, 0.543939, 0.459840, 0.425349, 0.632817, 0.461381, 100000.000000, 0.624055, 0.258697, 0.581638, 0.646263, 0.839361, 0.615514, 0.688106, 0.289472, 0.537342, 0.560490, 0.170727, 0.255159, 0.380900, 100000.000000, 0.321878, 0.833643, 0.482336, 0.348060, 100000.000000, 0.783702, 0.574788, 0.685612, 0.607435, 0.654203, 0.383248, 0.449739, 0.598098, 0.790255, 0.063145, 0.275784, 0.514107, 0.257416, 0.404406, 0.252600, 0.766497, 0.373422, 1.275729, 0.491263, 0.488574, 0.123634, 0.481521, 0.605753, 0.323231, 0.464992, 0.683159, 0.247711, 0.675746, 0.406056, 0.506589, 0.396197, 0.377564, 0.305899, 0.231684, 0.589962, 0.528168, 0.446565, 0.636405, 0.341322, 0.611432, 0.227634, 0.741541, 0.536093, 0.606072, 0.482708, 0.372176, 0.833853, 0.619361, 0.295648, 0.113025, 0.432732, 0.469657, 0.595970, 0.580984, 0.442947, 0.738354, 0.897394, 0.519455, 0.479886, 0.687797, 0.380904, 0.606572, 0.522802, 0.776034, 0.511476, 0.583097, 1.121205, 0.193730, 0.534044, 0.689931, 0.654189, 
0.782319, 0.000000, 0.851215, 1.390376, 0.445047, 1.077907, 0.388444, 0.369531, 0.973521, 100000.000000, 0.478979, 0.931953, 0.525910, 0.674295, 1.373369, 0.548911, 0.472623, 0.723805, 0.537801, 0.854295, 0.818258, 1.020179, 1.022498, 100000.000000, 0.920689, 0.155342, 0.889337, 0.625179, 100000.000000, 1.060821, 0.500555, 0.474631, 0.467908, 0.160155, 0.598453, 0.870212, 0.491085, 0.766921, 0.831818, 0.956638, 0.867530, 1.020350, 0.688469, 0.529719, 0.114455, 0.701721, 1.325082, 0.611772, 0.972730, 0.888654, 1.014661, 0.390271, 0.963188, 0.638043, 0.298542, 0.733990, 0.193106, 0.993607, 1.065601, 0.679146, 0.958649, 0.945856, 0.550635, 0.671463, 0.935169, 1.008922, 0.685758, 0.440997, 0.348147, 0.996307, 0.551061, 0.564125, 0.893633, 0.616724, 1.078607, 0.351213, 0.792413, 0.702649, 0.875960, 1.002170, 0.344700, 0.564273, 0.294149, 1.115411, 0.598827, 1.250818, 0.293173, 0.633910, 0.542085, 0.943261, 0.727081, 0.259517, 1.058983, 0.660358, 0.999597, 0.736588, 0.795256, 0.478100, 0.843955, 0.774698, 
0.529325, 0.851215, 0.000000, 0.689188, 0.731809, 0.528158, 0.494919, 0.701496, 0.291918, 100000.000000, 1.043717, 0.382213, 0.426680, 0.619695, 0.706195, 1.039040, 1.086837, 0.477342, 0.335146, 0.031165, 0.358598, 0.383015, 0.481738, 100000.000000, 0.632949, 1.006557, 0.887436, 0.603393, 100000.000000, 1.039035, 0.984683, 1.028613, 0.952035, 1.011370, 0.912573, 0.191172, 0.360129, 0.763311, 0.592470, 0.586854, 0.126804, 0.560690, 0.625697, 0.642059, 0.770593, 0.499066, 0.804780, 0.914789, 0.149600, 0.428993, 0.250779, 1.004485, 0.422428, 0.941060, 0.912756, 0.777036, 0.679841, 0.717126, 0.817660, 0.827489, 0.647416, 0.432593, 0.662975, 0.211900, 0.841604, 0.573258, 0.165457, 0.553337, 0.680328, 0.635004, 0.748462, 0.509526, 1.135397, 0.377610, 0.779547, 0.837948, 1.095430, 0.824973, 0.416300, 0.299567, 0.841432, 0.985429, 0.649879, 0.677651, 1.082954, 0.510091, 0.558042, 0.937205, 1.096066, 0.507598, 1.030098, 0.591698, 1.098490, 0.943050, 0.987902, 1.350802, 0.381600, 0.474490, 1.127782, 1.077715, 
0.822354, 1.390376, 0.689188, 0.000000, 1.140242, 1.058228, 1.133085, 1.247960, 0.418270, 100000.000000, 1.341251, 0.563657, 0.976796, 0.937835, 0.017007, 1.372518, 1.376769, 0.885775, 0.852575, 0.720354, 0.767030, 0.851832, 0.980930, 100000.000000, 1.123676, 1.429946, 1.239340, 1.011826, 100000.000000, 1.447468, 1.322968, 1.210057, 1.355615, 1.402838, 1.140252, 0.754698, 0.918112, 1.081828, 0.885499, 1.086046, 0.815992, 0.853719, 0.807141, 1.000780, 1.277337, 0.969725, 1.493969, 1.248267, 0.618417, 0.722022, 0.438410, 1.294417, 0.921620, 1.221996, 1.386146, 1.004715, 1.197270, 1.216318, 1.316852, 1.144377, 1.177487, 0.904288, 0.979864, 0.894921, 1.250037, 1.044953, 0.854645, 1.054613, 1.226576, 1.047978, 1.298578, 0.827666, 1.363076, 1.004827, 1.192520, 1.355377, 1.376365, 1.052652, 0.709329, 0.389622, 1.218292, 1.299699, 1.196127, 1.151443, 1.354335, 1.199280, 1.116025, 1.236890, 1.277510, 0.979292, 1.363576, 1.137946, 1.506922, 1.268480, 1.403442, 1.824192, 0.790033, 1.024606, 1.446935, 1.411193, 
0.543939, 0.445047, 0.731809, 1.140242, 0.000000, 0.778673, 0.432828, 0.193886, 0.779269, 100000.000000, 0.585583, 0.576585, 0.468703, 0.728002, 1.157249, 0.655514, 0.579227, 0.402683, 0.589271, 0.762974, 0.373211, 0.575132, 0.701375, 100000.000000, 0.719252, 0.289705, 0.812776, 0.413817, 100000.000000, 0.849459, 0.607159, 0.575750, 0.574511, 0.463150, 0.705057, 0.767626, 0.535253, 0.760396, 0.607084, 0.673158, 0.831994, 0.575303, 0.689755, 0.496116, 0.547595, 0.691310, 1.369249, 0.685628, 0.808547, 0.443607, 0.799408, 0.496875, 0.642065, 0.659357, 0.405146, 0.791650, 0.456844, 0.803430, 0.897376, 0.681546, 0.774938, 0.624733, 0.517033, 0.715846, 0.766945, 0.765398, 0.729926, 0.485380, 0.215270, 0.625008, 0.197602, 0.617833, 0.842073, 0.595919, 0.769550, 0.299653, 0.813726, 0.809252, 0.430913, 0.750620, 0.278604, 0.486108, 0.362082, 0.840321, 0.705430, 1.215282, 0.337556, 0.708044, 0.643204, 0.699738, 0.800937, 0.303900, 1.023830, 0.734213, 0.980472, 0.843192, 0.350209, 0.471574, 0.918089, 0.848554, 
0.459840, 1.077907, 0.528158, 1.058228, 0.778673, 0.000000, 0.733316, 0.773033, 0.697255, 100000.000000, 0.820031, 0.494571, 0.889604, 0.856266, 1.075235, 0.811490, 0.769988, 0.375991, 0.773216, 0.559323, 0.406601, 0.467731, 0.229947, 100000.000000, 0.174944, 1.068378, 0.628107, 0.502042, 100000.000000, 0.937684, 0.837382, 0.771996, 0.850684, 0.962625, 0.579224, 0.465722, 0.838753, 1.000259, 0.433677, 0.221038, 0.401354, 0.238865, 0.483736, 0.560567, 1.074464, 0.609296, 1.332938, 0.687238, 0.677758, 0.336206, 0.717395, 0.687636, 0.170637, 0.660967, 0.779365, 0.707551, 0.983712, 0.351310, 0.451844, 0.719104, 0.119258, 0.153940, 0.581483, 0.740058, 0.582276, 0.294605, 0.693614, 0.649289, 0.751649, 0.269188, 0.976276, 0.746097, 0.993843, 0.569227, 0.413731, 1.078326, 0.815337, 0.683419, 0.348900, 0.668607, 0.778079, 0.861638, 0.888950, 0.155870, 0.906461, 0.784642, 0.827422, 0.690369, 0.839449, 0.228944, 0.802547, 0.830769, 0.997139, 0.721959, 0.459745, 1.217411, 0.429604, 0.842010, 0.900414, 0.850164, 
0.425349, 0.388444, 0.494919, 1.133085, 0.432828, 0.733316, 0.000000, 0.238942, 0.714814, 100000.000000, 0.630639, 0.575102, 0.156289, 0.415588, 1.123944, 0.681088, 0.624283, 0.385282, 0.288376, 0.497999, 0.504026, 0.680508, 0.683974, 100000.000000, 0.669743, 0.543786, 0.739706, 0.259231, 100000.000000, 0.694873, 0.536769, 0.605761, 0.569417, 0.548599, 0.448822, 0.548384, 0.222839, 0.397706, 0.474848, 0.687487, 0.510679, 0.682765, 0.331618, 0.172749, 0.372622, 0.452296, 0.968786, 0.556837, 0.616433, 0.548983, 0.745697, 0.541930, 0.624665, 0.530566, 0.450201, 0.584359, 0.281871, 0.636756, 0.737290, 0.358179, 0.614057, 0.607333, 0.193665, 0.283019, 0.749544, 0.652071, 0.329462, 0.084146, 0.217558, 0.639337, 0.382856, 0.305419, 0.863442, 0.259873, 0.721756, 0.439978, 0.684936, 0.553018, 0.538374, 0.743463, 0.378661, 0.516119, 0.187109, 0.758560, 0.700336, 0.893967, 0.162583, 0.559967, 0.673215, 0.586410, 0.672146, 0.128927, 0.738016, 0.591558, 0.932677, 0.888247, 0.527029, 0.108885, 0.770012, 0.719763, 
0.632817, 0.369531, 0.701496, 1.247960, 0.193886, 0.773033, 0.238942, 0.000000, 0.833342, 100000.000000, 0.391697, 0.719160, 0.274817, 0.534116, 1.230953, 0.461628, 0.385341, 0.397042, 0.395385, 0.704576, 0.515787, 0.717707, 0.695735, 100000.000000, 0.833406, 0.483591, 0.802055, 0.475676, 100000.000000, 0.911318, 0.413273, 0.381864, 0.380625, 0.529686, 0.511171, 0.720494, 0.341367, 0.611448, 0.682316, 0.800851, 0.718028, 0.717879, 0.538966, 0.380217, 0.353709, 0.559305, 1.175364, 0.491742, 0.823011, 0.586182, 0.874482, 0.302989, 0.636425, 0.465471, 0.211260, 0.646707, 0.262958, 0.844104, 0.891736, 0.565646, 0.821525, 0.619093, 0.401133, 0.521961, 0.761304, 0.759758, 0.536040, 0.291494, 0.021384, 0.796734, 0.391488, 0.423947, 0.925790, 0.467221, 0.929104, 0.421065, 0.619840, 0.615366, 0.573488, 0.861991, 0.359748, 0.292222, 0.168196, 0.866248, 0.511544, 1.101315, 0.143670, 0.514158, 0.449318, 0.694097, 0.607051, 0.110014, 0.945483, 0.540327, 1.069448, 0.649306, 0.538789, 0.322627, 0.724203, 0.654668, 
0.461381, 0.973521, 0.291918, 0.418270, 0.779269, 0.697255, 0.714814, 0.833342, 0.000000, 100000.000000, 0.962789, 0.202684, 0.558526, 0.519565, 0.435278, 0.954247, 1.015796, 0.524802, 0.627064, 0.323084, 0.406058, 0.454561, 0.619957, 100000.000000, 0.762703, 1.068974, 0.821070, 0.650853, 100000.000000, 1.086495, 0.961995, 0.849084, 0.994642, 1.041865, 0.721981, 0.393725, 0.625076, 0.663557, 0.524527, 0.725073, 0.418722, 0.492746, 0.446168, 0.639807, 0.859066, 0.572066, 1.096699, 0.829996, 0.221147, 0.361050, 0.041140, 0.933444, 0.560647, 0.803725, 1.021892, 0.586445, 0.891330, 0.855345, 0.955879, 0.783404, 0.816514, 0.543315, 0.618891, 0.503818, 0.866901, 0.683980, 0.457375, 0.693640, 0.854726, 0.687005, 0.880308, 0.409395, 0.944805, 0.586557, 0.831548, 1.005388, 0.958095, 0.634381, 0.348356, 0.028649, 0.857320, 0.938726, 0.790287, 0.790470, 0.993362, 0.802010, 0.822989, 0.818619, 0.916537, 0.618320, 0.945305, 0.843742, 1.145950, 0.850210, 1.042469, 1.459938, 0.429060, 0.606336, 1.028664, 0.992922, 
100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 0.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 100000.000000, 
